,,"weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2"
2022-08-02,2022-07-28,C,2208W1,327.5,KR4209AG3273,코스피위클리 C 2208W1 327.5,0.16,0.46,0.49,0.11,14.2,110869,6277110000,7524,2022-08-04,2,322.64,322.85,320.21,321.64,19.24,2.25,322.5,5.0,0.16,0.084,0.037,-0.106,0.045,1,0.16,C,2208W1,330.0,KR4209AG3307,코스피위클리 C 2208W1 330.0,0.03,0.16,0.16,0.03,13.7,59957,1100420000,11469,2022-08-04,2,322.64,322.85,320.21,321.64,19.24,2.25,322.5,7.5,0.03,-0.04,-0.024,0.066,-0.028,1,-0.06
2022-08-03,2022-07-28,C,2208W1,327.5,KR4209AG3273,코스피위클리 C 2208W1 327.5,0.13,0.12,0.15,0.03,11.8,180972,4237597500,15076,2022-08-04,1,321.48,323.8,320.25,323.8,18.45,2.25,325.0,2.5,0.13,0.1,0.062,-0.124,0.042,1,0.13,C,2208W1,330.0,KR4209AG3307,코스피위클리 C 2208W1 330.0,0.02,0.03,0.03,0.01,12.3,35499,190535000,11692,2022-08-04,1,321.48,323.8,320.25,323.8,18.45,2.25,325.0,5.0,0.02,-0.038,-0.032,0.07,-0.022,1,-0.04
2022-08-04,2022-07-28,C,2208W1,327.5,KR4209AG3273,코스피위클리 C 2208W1 327.5,0.01,0.31,0.32,0.01,5.9,384073,8437542500,0,2022-08-04,0,326.11,326.4,324.38,325.47,17.7,2.25,325.0,2.5,0.0,0.0,0.0,0.0,0.0,1,0.0,C,2208W1,330.0,KR4209AG3307,코스피위클리 C 2208W1 330.0,0.01,0.03,0.03,0.01,11.9,64154,209340000,0,2022-08-04,0,326.11,326.4,324.38,325.47,17.7,2.25,325.0,5.0,0.0,-0.0,-0.0,-0.0,-0.0,1,-0.0
2022-08-11,2022-08-11,C,2208W3,335.0,KR4209AH3355,코스피위클리 C 2208W3 335.0,0.6,0.5,0.65,0.37,11.4,11721,1434632500,2035,2022-08-18,7,328.2,329.92,327.74,329.92,15.74,2.25,330.0,5.0,0.59,0.193,0.049,-0.095,0.134,1,0.59,C,2208W3,337.5,KR4209AH3371,코스피위클리 C 2208W3 337.5,0.25,0.24,0.28,0.14,11.4,7484,362842500,2575,2022-08-18,7,328.2,329.92,327.74,329.92,15.74,2.25,330.0,7.5,0.25,-0.19,-0.06,0.118,-0.166,1,-0.5
2022-08-12,2022-08-11,C,2208W3,335.0,KR4209AH3355,코스피위클리 C 2208W3 335.0,0.47,0.39,0.74,0.35,10.1,99354,12831340000,6592,2022-08-18,6,329.23,331.12,329.07,330.67,15.45,2.25,330.0,5.0,0.47,0.186,0.058,-0.089,0.123,1,0.47,C,2208W3,337.5,KR4209AH3371,코스피위클리 C 2208W3 337.5,0.16,0.15,0.28,0.12,10.1,58862,2740650000,6291,2022-08-18,6,329.23,331.12,329.07,330.67,15.45,2.25,330.0,7.5,0.16,-0.154,-0.062,0.096,-0.132,1,-0.32
2022-08-16,2022-08-11,C,2208W3,335.0,KR4209AH3355,코스피위클리 C 2208W3 335.0,0.32,0.82,0.96,0.29,11.2,132156,18691567500,8758,2022-08-18,2,332.68,333.47,331.08,331.78,15.42,2.25,332.5,2.5,0.32,0.177,0.077,-0.146,0.078,1,0.32,C,2208W3,337.5,KR4209AH3371,코스피위클리 C 2208W3 337.5,0.05,0.28,0.33,0.05,10.6,88595,3397342500,13456,2022-08-18,2,332.68,333.47,331.08,331.78,15.42,2.25,332.5,5.0,0.05,-0.08,-0.054,0.09,-0.052,1,-0.1
2022-08-17,2022-08-11,C,2208W3,335.0,KR4209AH3355,코스피위클리 C 2208W3 335.0,0.03,0.34,0.42,0.03,10.9,148933,6714600000,15342,2022-08-18,1,332.11,333.24,329.3,329.91,15.51,2.25,330.0,5.0,0.03,0.03,0.026,-0.045,0.017,1,0.03,C,2208W3,337.5,KR4209AH3371,코스피위클리 C 2208W3 337.5,0.01,0.05,0.06,0.01,13.1,52496,388845000,13758,2022-08-18,1,332.11,333.24,329.3,329.91,15.51,2.25,330.0,7.5,0.01,-0.02,-0.016,0.042,-0.012,1,-0.02
2022-08-18,2022-08-11,C,2208W3,335.0,KR4209AH3355,코스피위클리 C 2208W3 335.0,0.01,0.01,0.01,0.01,13.6,13989,85377500,0,2022-08-18,0,327.47,329.94,326.06,328.8,15.77,2.25,330.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,C,2208W3,337.5,KR4209AH3371,코스피위클리 C 2208W3 337.5,0.01,0.01,0.01,0.01,22.1,2983,7457500,0,2022-08-18,0,327.47,329.94,326.06,328.8,15.77,2.25,330.0,7.5,0.0,-0.0,-0.0,-0.0,-0.0,1,-0.0
2022-08-18,2022-08-18,C,2208W4,332.5,KR4209AJ3320,코스피위클리 C 2208W4 332.5,0.79,0.94,1.12,0.52,10.8,7799,1653292500,2460,2022-08-25,7,327.47,329.94,326.06,328.8,15.77,2.25,330.0,2.5,0.8,0.254,0.061,-0.105,0.156,1,0.8,C,2208W4,335.0,KR4209AJ3353,코스피위클리 C 2208W4 335.0,0.33,0.32,0.48,0.22,10.7,7470,678692500,1899,2022-08-25,7,327.47,329.94,326.06,328.8,15.77,2.25,330.0,5.0,0.33,-0.254,-0.08,0.136,-0.202,1,-0.66
2022-08-19,2022-08-18,C,2208W4,332.5,KR4209AJ3320,코스피위클리 C 2208W4 332.5,0.28,0.82,0.91,0.28,10.3,81431,9280520000,6018,2022-08-25,6,329.06,329.08,326.34,326.79,15.73,2.25,327.5,5.0,0.27,0.12,0.043,-0.066,0.09,1,0.27,C,2208W4,335.0,KR4209AJ3353,코스피위클리 C 2208W4 335.0,0.09,0.34,0.37,0.09,10.4,46632,1892197500,6300,2022-08-25,6,329.06,329.08,326.34,326.79,15.73,2.25,327.5,7.5,0.09,-0.092,-0.04,0.064,-0.088,1,-0.18
2022-08-22,2022-08-18,C,2208W4,332.5,KR4209AJ3320,코스피위클리 C 2208W4 332.5,0.02,0.05,0.06,0.02,12.7,42529,495490000,10406,2022-08-25,3,323.29,324.42,321.83,322.77,16.76,2.25,322.5,10.0,0.02,0.014,0.008,-0.019,0.012,1,0.02,C,2208W4,335.0,KR4209AJ3353,코스피위클리 C 2208W4 335.0,0.01,0.02,0.02,0.01,14.3,22930,127927500,8712,2022-08-25,3,323.29,324.42,321.83,322.77,16.76,2.25,322.5,12.5,0.01,-0.014,-0.008,0.024,-0.014,1,-0.02
2022-08-23,2022-08-18,C,2208W4,332.5,KR4209AJ3320,코스피위클리 C 2208W4 332.5,0.01,0.01,0.01,0.01,18.6,17414,47382500,15931,2022-08-25,2,320.85,321.5,318.26,318.69,17.72,2.25,317.5,15.0,0.01,0.006,0.003,-0.016,0.005,1,0.01,C,2208W4,335.0,KR4209AJ3353,코스피위클리 C 2208W4 335.0,0.01,0.01,0.01,0.01,20.6,1321,3302500,9421,2022-08-25,2,320.85,321.5,318.26,318.69,17.72,2.25,317.5,17.5,0.01,-0.008,-0.004,0.024,-0.006,1,-0.02
2022-08-24,2022-08-18,C,2208W4,332.5,KR4209AJ3320,코스피위클리 C 2208W4 332.5,0.01,0.01,0.01,0.01,21.1,54,135000,15896,2022-08-25,1,320.15,320.99,318.16,319.86,17.48,2.25,320.0,12.5,0.01,0.007,0.004,-0.024,0.005,1,0.01,C,2208W4,335.0,KR4209AJ3353,코스피위클리 C 2208W4 335.0,0.01,0.01,0.01,0.01,24.1,129,322500,9419,2022-08-25,1,320.15,320.99,318.16,319.86,17.48,2.25,320.0,15.0,0.01,-0.01,-0.006,0.042,-0.006,1,-0.02
2022-08-25,2022-08-18,C,2208W4,332.5,KR4209AJ3320,코스피위클리 C 2208W4 332.5,0.01,0.01,0.01,0.01,23.5,73,182500,0,2022-08-25,0,321.58,323.63,320.81,323.63,16.19,2.5,322.5,10.0,0.0,0.0,0.0,0.0,0.0,1,0.0,C,2208W4,335.0,KR4209AJ3353,코스피위클리 C 2208W4 335.0,0.01,0.01,0.01,0.01,28.5,13,32500,0,2022-08-25,0,321.58,323.63,320.81,323.63,16.19,2.5,322.5,12.5,0.0,-0.0,-0.0,-0.0,-0.0,1,-0.0
2022-08-25,2022-08-25,C,2209W1,330.0,KR4209AK3301,코스피위클리 C 2209W1 330.0,0.51,0.23,0.51,0.2,12.8,11996,963855000,3605,2022-09-01,7,321.58,323.63,320.81,323.63,16.19,2.5,322.5,7.5,0.52,0.161,0.04,-0.094,0.117,1,0.52,C,2209W1,332.5,KR4209AK3327,코스피위클리 C 2209W1 332.5,0.2,0.09,0.2,0.08,12.4,8487,240030000,4237,2022-09-01,7,321.58,323.63,320.81,323.63,16.19,2.5,322.5,10.0,0.2,-0.152,-0.048,0.106,-0.136,1,-0.4
2022-08-26,2022-08-25,C,2209W1,330.0,KR4209AK3301,코스피위클리 C 2209W1 330.0,0.45,0.63,0.93,0.36,12.7,108155,16754220000,6867,2022-09-01,6,325.36,326.59,323.3,323.91,16.19,2.5,325.0,5.0,0.45,0.153,0.041,-0.096,0.106,1,0.45,C,2209W1,332.5,KR4209AK3327,코스피위클리 C 2209W1 332.5,0.15,0.24,0.37,0.13,12.2,67553,4259460000,7282,2022-09-01,6,325.36,326.59,323.3,323.91,16.19,2.5,325.0,7.5,0.15,-0.13,-0.046,0.1,-0.114,1,-0.3
2022-08-29,2022-08-25,C,2209W1,330.0,KR4209AK3301,코스피위클리 C 2209W1 330.0,0.02,0.03,0.04,0.01,17.3,31045,587195000,11692,2022-09-01,3,317.45,317.47,315.48,316.35,18.72,2.5,317.5,12.5,0.02,0.01,0.005,-0.02,0.009,1,0.02,C,2209W1,332.5,KR4209AK3327,코스피위클리 C 2209W1 332.5,0.01,0.02,0.02,0.01,18.5,10540,101585000,6632,2022-09-01,3,317.45,317.47,315.48,316.35,18.72,2.5,317.5,15.0,0.01,-0.01,-0.006,0.024,-0.01,1,-0.02
2022-08-30,2022-08-25,C,2209W1,330.0,KR4209AK3301,코스피위클리 C 2209W1 330.0,0.02,0.01,0.02,0.01,15.9,8148,23715000,12482,2022-09-01,2,317.97,320.0,316.94,319.49,17.47,2.5,320.0,10.0,0.02,0.013,0.007,-0.026,0.01,1,0.02,C,2209W1,332.5,KR4209AK3327,코스피위클리 C 2209W1 332.5,0.01,0.01,0.01,0.01,17.6,3789,9472500,7820,2022-09-01,2,317.97,320.0,316.94,319.49,17.47,2.5,320.0,12.5,0.01,-0.014,-0.008,0.032,-0.01,1,-0.02
2022-08-31,2022-08-25,C,2209W1,330.0,KR4209AK3301,코스피위클리 C 2209W1 330.0,0.02,0.01,0.06,0.01,13.8,45729,254390000,15855,2022-09-01,1,316.96,323.37,316.26,322.96,17.31,2.5,322.5,7.5,0.02,0.018,0.014,-0.037,0.011,1,0.02,C,2209W1,332.5,KR4209AK3327,코스피위클리 C 2209W1 332.5,0.01,0.01,0.03,0.01,16.3,22612,85240000,12369,2022-09-01,1,316.96,323.37,316.26,322.96,17.31,2.5,322.5,10.0,0.01,-0.016,-0.012,0.044,-0.01,1,-0.02
2022-09-01,2022-08-25,C,2209W1,330.0,KR4209AK3301,코스피위클리 C 2209W1 330.0,0.01,0.01,0.01,0.01,31.7,5043,24402500,0,2022-09-01,0,318.74,318.76,315.02,315.02,19.2,2.5,315.0,15.0,0.0,0.0,0.0,0.0,0.0,1,0.0,C,2209W1,332.5,KR4209AK3327,코스피위클리 C 2209W1 332.5,0.01,0.01,0.01,0.01,37.9,301,752500,0,2022-09-01,0,318.74,318.76,315.02,315.02,19.2,2.5,315.0,17.5,0.0,-0.0,-0.0,-0.0,-0.0,1,-0.0
2022-09-08,2022-09-08,C,2209W3,315.0,KR4209AL3151,코스피위클리 C 2209W3 315.0,0.86,1.5,1.5,0.6,15.4,7035,1367110000,2391,2022-09-15,7,310.23,310.51,308.26,309.12,19.17,2.5,310.0,5.0,0.85,0.214,0.041,-0.129,0.134,1,0.85,C,2209W3,317.5,KR4209AL3177,코스피위클리 C 2209W3 317.5,0.4,0.77,0.77,0.28,14.9,9787,917465000,2695,2022-09-15,7,310.23,310.51,308.26,309.12,19.17,2.5,310.0,7.5,0.4,-0.24,-0.058,0.17,-0.182,1,-0.8
2022-09-13,2022-09-08,C,2209W3,315.0,KR4209AL3151,코스피위클리 C 2209W3 315.0,4.91,2.07,5.03,1.63,23.5,31482,21735840000,3306,2022-09-15,2,314.38,319.37,314.04,318.56,16.68,2.5,317.5,-2.5,4.88,0.708,0.051,-0.388,0.099,1,4.88,C,2209W3,317.5,KR4209AL3177,코스피위클리 C 2209W3 317.5,3.05,0.95,3.52,0.75,21.3,84781,33589515000,4621,2022-09-15,2,314.38,319.37,314.04,318.56,16.68,2.5,317.5,0.0,3.05,-1.152,-0.128,0.802,-0.226,1,-6.1
2022-09-14,2022-09-08,C,2209W3,315.0,KR4209AL3151,코스피위클리 C 2209W3 315.0,0.46,0.2,0.89,0.09,13.8,405742,46026780000,17968,2022-09-15,1,310.08,313.94,309.06,312.74,18.73,2.5,312.5,2.5,0.46,0.246,0.099,-0.252,0.073,1,0.46,C,2209W3,317.5,KR4209AL3177,코스피위클리 C 2209W3 317.5,0.09,0.06,0.24,0.03,13.4,286365,11118225000,18226,2022-09-15,1,310.08,313.94,309.06,312.74,18.73,2.5,312.5,5.0,0.09,-0.132,-0.082,0.2,-0.06,1,-0.18
2022-09-15,2022-09-08,C,2209W3,315.0,KR4209AL3151,코스피위클리 C 2209W3 315.0,0.01,0.32,0.34,0.01,10.4,419469,8807012500,0,2022-09-15,0,313.15,313.84,310.63,310.63,18.39,2.5,310.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,C,2209W3,317.5,KR4209AL3177,코스피위클리 C 2209W3 317.5,0.01,0.04,0.04,0.01,16.2,93082,470577500,0,2022-09-15,0,313.15,313.84,310.63,310.63,18.39,2.5,310.0,7.5,0.0,-0.0,-0.0,-0.0,-0.0,1,-0.0
2022-09-15,2022-09-15,C,2209W4,317.5,KR4209AM3176,코스피위클리 C 2209W4 317.5,0.73,1.61,1.61,0.65,15.8,5968,1323360000,2189,2022-09-22,7,313.15,313.84,310.63,310.63,18.39,2.5,310.0,7.5,0.72,0.184,0.037,-0.121,0.122,1,0.72,C,2209W4,320.0,KR4209AM3200,코스피위클리 C 2209W4 320.0,0.32,0.91,0.91,0.27,15.2,9053,960570000,3431,2022-09-22,7,313.15,313.84,310.63,310.63,18.39,2.5,310.0,10.0,0.33,-0.198,-0.05,0.152,-0.16,1,-0.66
2022-09-16,2022-09-15,C,2209W4,317.5,KR4209AM3176,코스피위클리 C 2209W4 317.5,0.23,0.21,0.31,0.16,14.3,69979,4008765000,8086,2022-09-22,6,308.58,309.54,307.03,308.69,19.13,2.5,307.5,10.0,0.23,0.083,0.025,-0.067,0.065,1,0.23,C,2209W4,320.0,KR4209AM3200,코스피위클리 C 2209W4 320.0,0.07,0.08,0.12,0.06,13.8,41821,1013010000,8187,2022-09-22,6,308.58,309.54,307.03,308.69,19.13,2.5,307.5,12.5,0.07,-0.064,-0.024,0.06,-0.062,1,-0.14
2022-09-19,2022-09-15,C,2209W4,317.5,KR4209AM3176,코스피위클리 C 2209W4 317.5,0.05,0.2,0.26,0.04,16.9,74599,2133277500,13441,2022-09-22,3,309.58,309.89,305.68,306.49,19.64,2.5,307.5,10.0,0.05,0.024,0.011,-0.039,0.018,1,0.05,C,2209W4,320.0,KR4209AM3200,코스피위클리 C 2209W4 320.0,0.02,0.06,0.09,0.01,17.7,42843,393187500,13734,2022-09-22,3,309.58,309.89,305.68,306.49,19.64,2.5,307.5,12.5,0.02,-0.022,-0.01,0.04,-0.018,1,-0.04
2022-09-20,2022-09-15,C,2209W4,317.5,KR4209AM3176,코스피위클리 C 2209W4 317.5,0.04,0.09,0.13,0.03,17.3,49390,829275000,14628,2022-09-22,2,308.76,309.98,306.79,307.54,19.28,2.5,307.5,10.0,0.04,0.022,0.011,-0.042,0.015,1,0.04,C,2209W4,320.0,KR4209AM3200,코스피위클리 C 2209W4 320.0,0.01,0.03,0.04,0.01,17.6,30454,163822500,14854,2022-09-22,2,308.76,309.98,306.79,307.54,19.28,2.5,307.5,12.5,0.01,-0.014,-0.008,0.032,-0.01,1,-0.02
2022-09-21,2022-09-15,C,2209W4,317.5,KR4209AM3176,코스피위클리 C 2209W4 317.5,0.01,0.01,0.02,0.01,22.4,25903,90512500,21147,2022-09-22,1,305.09,306.07,303.77,304.67,20.8,2.5,305.0,12.5,0.01,0.007,0.004,-0.024,0.004,1,0.01,C,2209W4,320.0,KR4209AM3200,코스피위클리 C 2209W4 320.0,0.01,0.01,0.01,0.01,25.8,4400,11000000,16662,2022-09-22,1,305.09,306.07,303.77,304.67,20.8,2.5,305.0,15.0,0.01,-0.01,-0.006,0.044,-0.006,1,-0.02
2022-09-22,2022-09-15,C,2209W4,317.5,KR4209AM3176,코스피위클리 C 2209W4 317.5,0.01,0.01,0.01,0.01,40.5,1406,3515000,0,2022-09-22,0,300.67,302.19,299.3,301.65,20.47,2.5,302.5,15.0,0.0,0.0,0.0,0.0,0.0,1,0.0,C,2209W4,320.0,KR4209AM3200,코스피위클리 C 2209W4 320.0,0.01,0.01,0.01,0.01,47.6,7,17500,0,2022-09-22,0,300.67,302.19,299.3,301.65,20.47,2.5,302.5,17.5,0.0,-0.0,-0.0,-0.0,-0.0,1,-0.0
2022-09-22,2022-09-22,C,2209W5,307.5,KR4209AN3076,코스피위클리 C 2209W5 307.5,0.73,1.5,1.5,0.51,15.8,9805,1710702500,2857,2022-09-29,7,300.67,302.19,299.3,301.65,20.47,2.5,302.5,5.0,0.86,0.216,0.042,-0.129,0.131,1,0.86,C,2209W5,310.0,KR4209AN3100,코스피위클리 C 2209W5 310.0,0.35,0.48,0.49,0.23,15.7,9288,755935000,4688,2022-09-29,7,300.67,302.19,299.3,301.65,20.47,2.5,302.5,7.5,0.44,-0.254,-0.06,0.182,-0.186,1,-0.88
2022-09-23,2022-09-22,C,2209W5,307.5,KR4209AN3076,코스피위클리 C 2209W5 307.5,0.2,0.68,0.72,0.17,16.4,86798,7434262500,8932,2022-09-29,6,301.48,302.09,296.85,297.74,20.33,2.5,297.5,10.0,0.25,0.083,0.023,-0.074,0.063,1,0.25,C,2209W5,310.0,KR4209AN3100,코스피위클리 C 2209W5 310.0,0.06,0.29,0.31,0.06,15.5,60129,2329255000,13299,2022-09-29,6,301.48,302.09,296.85,297.74,20.33,2.5,297.5,12.5,0.08,-0.064,-0.022,0.066,-0.06,1,-0.16
2022-09-26,2022-09-22,C,2209W5,307.5,KR4209AN3076,코스피위클리 C 2209W5 307.5,0.01,0.02,0.03,0.01,22.7,31259,434502500,13716,2022-09-29,3,293.65,293.96,289.01,289.77,24.02,2.5,290.0,17.5,0.01,0.007,0.003,-0.016,0.006,1,0.01,C,2209W5,310.0,KR4209AN3100,코스피위클리 C 2209W5 310.0,0.01,0.01,0.02,0.01,25.3,30194,137045000,23782,2022-09-29,3,293.65,293.96,289.01,289.77,24.02,2.5,290.0,20.0,0.01,-0.012,-0.004,0.032,-0.01,1,-0.02
2022-09-27,2022-09-22,C,2209W5,307.5,KR4209AN3076,코스피위클리 C 2209W5 307.5,0.01,0.01,0.02,0.01,25.6,14936,37365000,18541,2022-09-29,2,290.27,290.75,286.76,290.2,23.62,2.5,290.0,17.5,0.01,0.007,0.003,-0.021,0.005,1,0.01,C,2209W5,310.0,KR4209AN3100,코스피위클리 C 2209W5 310.0,0.01,0.01,0.01,0.01,28.7,1214,3035000,24067,2022-09-29,2,290.27,290.75,286.76,290.2,23.62,2.5,290.0,20.0,0.01,-0.012,-0.004,0.042,-0.008,1,-0.02
2022-09-28,2022-09-22,C,2209W5,307.5,KR4209AN3076,코스피위클리 C 2209W5 307.5,0.01,0.01,0.01,0.01,45.3,1063,2657500,18739,2022-09-29,1,287.66,289.75,280.8,283.19,26.59,2.5,282.5,25.0,0.02,0.007,0.002,-0.049,0.004,1,0.02,C,2209W5,310.0,KR4209AN3100,코스피위클리 C 2209W5 310.0,0.01,0.01,0.01,0.01,46.7,3143,7857500,21766,2022-09-29,1,287.66,289.75,280.8,283.19,26.59,2.5,282.5,27.5,0.01,-0.01,-0.002,0.068,-0.006,1,-0.02
2022-09-29,2022-09-22,C,2209W5,307.5,KR4209AN3076,코스피위클리 C 2209W5 307.5,0.01,0.01,0.01,0.01,53.3,16,40000,0,2022-09-29,0,286.6,287.81,282.56,282.65,25.96,2.5,282.5,25.0,0.0,0.0,0.0,0.0,0.0,1,0.0,C,2209W5,310.0,KR4209AN3100,코스피위클리 C 2209W5 310.0,0.01,0.01,0.01,0.01,61.6,43,107500,0,2022-09-29,0,286.6,287.81,282.56,282.65,25.96,2.5,282.5,27.5,0.0,-0.0,-0.0,-0.0,-0.0,1,-0.0
2022-09-29,2022-09-29,C,2210W1,290.0,KR4209AP2902,코스피위클리 C 2210W1 290.0,1.18,2.12,2.61,0.98,21.9,5527,2032190000,2606,2022-10-06,7,286.6,287.81,282.56,282.65,25.96,2.5,282.5,7.5,1.17,0.224,0.033,-0.171,0.125,1,1.17,C,2210W1,295.0,KR4209AP2951,코스피위클리 C 2210W1 295.0,0.39,0.71,1.02,0.29,21.4,11140,1700337500,4687,2022-10-06,7,286.6,287.81,282.56,282.65,25.96,2.5,282.5,12.5,0.39,-0.188,-0.038,0.188,-0.14,1,-0.78
2022-09-30,2022-09-29,C,2210W1,290.0,KR4209AP2902,코스피위클리 C 2210W1 290.0,0.7,0.75,1.39,0.47,21.4,153553,34859202500,7477,2022-10-06,6,281.75,284.35,278.39,281.36,27.19,2.5,282.5,7.5,0.7,0.161,0.029,-0.146,0.095,1,0.7,C,2210W1,295.0,KR4209AP2951,코스피위클리 C 2210W1 295.0,0.2,0.2,0.46,0.15,21.3,107533,7838145000,9044,2022-10-06,6,281.75,284.35,278.39,281.36,27.19,2.5,282.5,12.5,0.2,-0.116,-0.028,0.138,-0.09,1,-0.4
2022-10-04,2022-09-29,C,2210W1,290.0,KR4209AP2902,코스피위클리 C 2210W1 290.0,1.79,0.91,1.92,0.84,24.1,110802,41642537500,7574,2022-10-06,2,286.25,288.96,285.42,288.27,24.99,2.5,287.5,2.5,1.77,0.4,0.061,-0.406,0.101,1,1.77,C,2210W1,295.0,KR4209AP2951,코스피위클리 C 2210W1 295.0,0.38,0.2,0.42,0.17,22.2,103515,7814547500,9936,2022-10-06,2,286.25,288.96,285.42,288.27,24.99,2.5,287.5,7.5,0.37,-0.26,-0.072,0.41,-0.11,1,-0.74
2022-10-05,2022-09-29,C,2210W1,290.0,KR4209AP2902,코스피위클리 C 2210W1 290.0,1.42,3.79,4.13,0.81,21.5,135642,45054332500,9696,2022-10-06,1,293.87,294.47,287.44,289.05,24.36,2.5,290.0,0.0,1.42,0.425,0.085,-0.451,0.084,1,1.42,C,2210W1,295.0,KR4209AP2951,코스피위클리 C 2210W1 295.0,0.15,0.98,1.15,0.08,19.3,286504,20363110000,18762,2022-10-06,1,293.87,294.47,287.44,289.05,24.36,2.5,290.0,5.0,0.15,-0.158,-0.072,0.306,-0.064,1,-0.3
2022-10-06,2022-09-29,C,2210W1,290.0,KR4209AP2902,코스피위클리 C 2210W1 290.0,1.86,1.61,3.24,1.21,3.0,97288,50642990000,0,2022-10-06,0,291.2,293.32,290.09,291.26,23.37,2.5,292.5,-2.5,1.259999999999991,1.0,0.0,0.0,0.0,1,1.259999999999991,C,2210W1,295.0,KR4209AP2951,코스피위클리 C 2210W1 295.0,0.01,0.05,0.19,0.01,9.3,401805,5339662500,0,2022-10-06,0,291.2,293.32,290.09,291.26,23.37,2.5,292.5,2.5,0.0,-0.0,-0.0,-0.0,-0.0,1,-0.0
